Путь,Формат,УЗ,Категории,Количество,Пример (Маскированный)
./dataset/share/Прочее/Birlo2016.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Building_innovation_Vitoshko.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Business%20Spanish%20A2%20the%20order.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Business%20in%20Tourism%20and%20Hospitality.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/CA06_02.tif,.tif,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/CMTF_oral_exam.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/CS06_04.tif,.tif,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/CVDrKased.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/CartaCercetatoruluiCodul-de-Conduita.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Carta_ASEM.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Catalogue_of_UNG_Equipment_and_Expertise_for_External_users.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Cod_etica_2023.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Competitions_list-2017_01.09-info.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Competitions_list-2017_16.08-info.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Competitions_list-2017_22.08-info.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Competitions_list-2017_28.08-info.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Competitions_list_August-2017-info.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Course%20Syllabus%20(Vocational%20Training%20Technologies).pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Course%20syllabus%20(Model-analytical%20and%20Strategic%20Research%20Methods).pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Course%20syllabus%20ASPT%20methods.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Course%20syllabus%20Biogeochemistry.docx,.docx,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Course%20syllabus%20MODERN%20NUMERICAL%20METHODS%20IN%20MATHEMATICAL%20MODELING.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Course%20syllabus%20Mathematical%20models%20in%20biology.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Course%20syllabus%20sample%20(INTERNATIONAL%20STANDARDS%20FOR%20INTELLECTUAL%20-%20%D0%90%D1%80%D0%B7%D1%83%D0%BC%D0%B0%D0%BD%D1%8F%D0%BD)%20%E2%80%94%20%D0%BA%D0%BE%D0%BF%D0%B8%D1%8F.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Course%20syllabus%20sample%20(International%20standards%20for%20legal%20-%20%D0%90%D1%80%D0%B7%D1%83%D0%BC%D0%B0%D0%BD%D1%8F%D0%BD).pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Course%20syllabus%20sample_Environmental%20problems%20and%20environmental%20pollution.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Course%20syllabus%20sample_Key%20Concepts%20in%20Urban%20and%20Cultural%20Studies.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Course%20syllabus%20sample_Scientific%20research%20design%20of%20urban%20environment.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Course%20syllabus%20sample_Territory%20branding.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Course%20syllabus%20sample_Urban%20design%20project%204.%20Renovation%20of%20the%20urban%20environment.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Course%20syllabus_Culture%20and%20Philosophy%20of%20Ancient%20Greece%20in%20Russian%20studies%20of%20Classics_2022.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Course%20syllabus_Logical%20Argumentation%20and%20Critical%20Thinking_2022.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Course%20syllabus_Methodology%20of%20Social%20Sciences%20and%20Humanities_2022.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Course%20syllabus_Nedin.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Course%20syllabus_Semiotic%20Studies%20in%20Russia%20and%20Development%20of%20the%20Humanities%20in%20Europe_2022.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Course%20syllabus_Soviet%20Science%20and%20Science%20in%20Modern%20Russia_2022.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Cutting-edge%20management%20in%20hotels%20and%20hospitality%20enterprises.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/DGTU-conference-programm.rtf,.rtf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/DSUFeedbackAnalysisReport.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/DSUSampleFilledFeedbackCollected.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/DSUStakeholdersFeedbackATR.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/DSU_AC.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/DSU_City_innovation_Campus_Programs_2025.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/DSU_Research_Ethics_Policy_2021.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Decree-502.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Der.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Donnews-Mediakit.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/EAU_activities_plan-2018.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/EBBondarevskaia_conference-info.rtf,.rtf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/E_brochure_08022024.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Ecosystems.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Errand_RFFI-form-v2.rtf,.rtf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/FK_sport.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/FZ 273 ob obrazovanii-rf.doc,.doc,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/FZ 273.rtf,.rtf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/FZ 44.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Flyer-Central%20Research%20Facilities_11zon.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Folleto_cursos_ruso1.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Freedom%20of%20Speech%20and%20Academic%20Freedom%20Code%20of%20Practice%20-%20v3.4.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Fundamentals%20of%20Tourism.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Ghidul_Studentului_2023.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Global%20research%20trends%20in%20branches%20of%20sociology.docx,.docx,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/HA06_10.tif,.tif,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/HA17_02.tif,.tif,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/HS18_03.tif,.tif,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Harohalli_Hostel_Student_handbook.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Horario_Aula_Hispanica_febrero-abril_2020.doc,.doc,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Horario_Aula_Hispanica_octubre-diciembre_2020.doc,.doc,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Horario_Aula_Hispánica_marzo-junio-2021.docx,.docx,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/How_to_get_enrolled_2025.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/IDP.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/INFN_AI_Strategy_2024_aggiornato.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/IQACcell.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/IT-1-L01_Introduction.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/IT_Policy_2024.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Inform-pismoSTO2016.doc,.doc,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/International%20transport%20law.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/JMS_YM_Call_for_papers.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/KA07_07.tif,.tif,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/KA13_01.tif,.tif,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/KCP_bs_2025.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/KCP_mag_2025.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/KD_013.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/KS07_07.tif,.tif,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/KS13_01.tif,.tif,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Kleyner_seminar-info.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/LICENSE_1_0.txt,.txt,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Language_Teaching_in_the_Modern_Digital_Era.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Letter_Pension_Fund_of_RF_on_RO.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Letter_approval_the_Order_458.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Life%20safety.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/MAG.docx,.docx,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/MSC_DS_2025.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Management%20advances%20in%20hospitality.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Manual_E-prihlaska-III-stupen.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Master%20DS-1_merged.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Mineral_Resources__vitoshko.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Modern Microscopy.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Modern%20technology%20for%20improving%20the%20productivity%20of%20regional%20studies%20communications.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/ModernSoftware_oral_exam.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Molecular_spectrostroscopy.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/NIR_report-info.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Nanoscale_Structure_of_Materials.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/National_association_scientific_publications_conf-info.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Ombadsuperson.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Orbit.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Otchet%202016.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Otchet_2011.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Otchet_2012.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Otchet_2014_rus.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Otchet_mezhdunarodnaya_deyatelnost_2016.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Ovsepyan%20Course%20syllabus.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/P1000_15.06.20.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/P1011.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/P1077.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/P129-OD_03.06.24.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/P13-OD.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/P130_31012020.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/P146_24.05.2023.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/P148.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/P148_25.05.2023.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/P1676_16.07.2024.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/P17-OD_19.01.2015.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/P1774.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/P197.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/P207_23.06.2023.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/P2243.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/P24.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/P2402_28_12_2018.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/P248_2022.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/P285-OD_24_10_2017_0.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/P300.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/P321-OD_APP.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/P324_OD.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/P374_12.03.20.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/P42-OD_NIIFOH.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/P428-OD stading order about ITA.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/P429_13.03.2024.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/P431_13.03.2024.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/P476_NK_02.06.2025.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/P56-OD.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/P562_14.04.20.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/P605.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/P658-OD-standing_order_about_ICTIS.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/P687_29.04.20.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/P79-OD.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/P88-OD_INEP.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/P93-21.01.25.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/P95-OD_o_fakultete.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/P984.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/P99_290120.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/PDFsam_Расписание-ИГА-2025-1.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/PP%20BSM%202025.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/PROGRAMMA%20FESTIVAL.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/P_46.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/P_6_OD_ABiB.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
./dataset/share/Прочее/Perechen_poruchenii.pdf,.pdf,Ошибка чтения,,0,CRITICAL WORKER ERROR: A process in the process pool was terminated abruptly while the future was running or pending.
